Price,Distance,Bedroom,Bathroom,CarSpace,Landsize,BuildingArea,YearBuilt,Regionname,Date,Lattitude,Longtitude
646000,12.1,3,1,2,574,106,1970,Northern Metropolitan,12/11/2016,-37.7157,144.9507
950000,9.9,5,2,2,705,166,1950,Northern Metropolitan,10/12/2016,-37.7328,144.9281
585000,12.4,0,1,1,605,103,1960,Northern Metropolitan,06/08/2016,-37.6985,144.9615
560000,13.9,3,2,7,420,150,1970,Western Metropolitan,25/02/2017,-37.7848,144.8231
1056000,15.4,3,1,2,586,119,1960,Eastern Metropolitan,07/10/2017,-37.81028,145.17456
985000,16.1,3,2,2,754,140,1980,Northern Metropolitan,28/10/2017,-37.69299,145.10591
650000,18,5,2,2,666,157,1998,Western Metropolitan,17/03/2018,-37.70382,144.75342
627500,10.5,3,1,1,550,143,1970,Western Metropolitan,08/10/2016,-37.7632,144.8622
1600000,12.4,3,1,2,728,131,1962,Eastern Metropolitan,17/03/2018,-37.78118,145.11029
840000,11.2,3,2,2,374,180,1990,Western Metropolitan,15/10/2016,-37.7445,144.8834
890000,5.9,3,1,1,242,110,1920,Western Metropolitan,16/07/2016,-37.7765,144.9114
1343000,6.3,4,2,3,444,167,1950,Western Metropolitan,25/11/2017,-37.8206,144.8786
895000,13.8,4,2,2,700,18,1980,Eastern Metropolitan,18/06/2016,-37.7326,145.0881
1447500,2.5,3,3,1,166,174,2012,Northern Metropolitan,22/08/2016,-37.8017,145.0001
940000,21.5,4,2,2,635,142,1995,South-Eastern Metropolitan,17/03/2018,-38.02416,145.11053
600000,13.3,3,1,2,751,112,1960,Western Metropolitan,12/11/2016,-37.7692,144.8246
2400000,7.9,3,1,2,893,140,1948,Southern Metropolitan,28/10/2017,-37.80513,145.09383
991000,5.1,2,1,1,318,106,1910,Western Metropolitan,15/07/2017,-37.79529,144.88453
801000,14.5,2,1,1,217,107,1994,Southern Metropolitan,19/11/2016,-37.9432,145.0348
1025000,13.8,5,3,2,531,233,1978,Eastern Metropolitan,17/09/2016,-37.7378,145.0955
1090000,28.5,4,3,2,581,390,2001,South-Eastern Metropolitan,03/03/2018,-37.98081,145.26047
680000,13.5,3,1,2,726,144,1966,Western Metropolitan,07/11/2016,-37.7905,144.8073
900000,8.4,3,2,2,194,176,2010,Western Metropolitan,03/12/2016,-37.8395,144.8787
1855500,2.7,4,2,1,176,216,1880,Southern Metropolitan,08/07/2017,-37.83986,144.98598
716000,13.5,3,1,1,534,120,1975,Western Metropolitan,06/05/2017,-37.7886,144.821
810000,13,5,4,4,695,176,1950,Northern Metropolitan,11/03/2017,-37.7028,144.9377
1217000,10.4,3,2,1,392,130,1950,Southern Metropolitan,17/03/2018,-37.84429,145.10199
2188000,9.7,4,2,2,752,253,1981,Southern Metropolitan,19/11/2016,-37.8149,145.0747
895000,24.7,5,2,4,779,186,1970,South-Eastern Metropolitan,22/07/2017,-37.94465,145.21236
2320000,10.2,3,3,0,1126,240,1880,Eastern Metropolitan,03/03/2018,-37.81631,145.10313
500000,13.5,3,1,2,627,109,1970,Western Metropolitan,27/11/2016,-37.8023,144.8227
585000,19.6,4,2,2,396,165,2016,Northern Metropolitan,09/12/2017,-37.61983,144.99608
950000,13.9,5,2,4,618,146,1950,Southern Metropolitan,07/05/2016,-37.9209,145.0757
463500,18.4,4,2,2,371,156,2006,Western Metropolitan,22/07/2017,-37.867,144.65618
1710000,12.4,6,3,2,698,276,1980,Eastern Metropolitan,28/10/2017,-37.77074,145.11875
427500,9.9,2,1,1,134,75,1988,Northern Metropolitan,20/05/2017,-37.7216,144.9292
790000,23,3,2,2,659,131,1987,Eastern Metropolitan,03/09/2017,-37.77473,145.26256
2425000,8.4,4,2,2,651,230,1920,Southern Metropolitan,24/02/2018,-37.87534,145.05488
1750000,11.7,5,4,3,501,315,2009,Western Metropolitan,17/02/2018,-37.73972,144.87343
725000,23,3,1,2,802,105,1980,Eastern Metropolitan,08/07/2017,-37.81083,145.28792
1161000,3.4,3,1,1,223,150,1910,Northern Metropolitan,28/10/2017,-37.78643,144.92482
850000,11.7,3,2,2,555,185,1985,Western Metropolitan,09/12/2017,-37.74886,144.85829
1350000,11.2,4,3,2,222,90,2010,Southern Metropolitan,27/11/2016,-37.878,145.0666
2200000,9,3,3,2,468,148,1890,Southern Metropolitan,07/05/2016,-37.8264,145.0741
660500,16.3,3,1,2,602,140,1970,Northern Metropolitan,24/02/2018,-37.66044,145.00534
1939000,6.3,3,2,2,296,150,1889,Southern Metropolitan,03/12/2016,-37.8614,145.0274
1224000,8.9,3,1,2,609,124,1960,Eastern Metropolitan,26/08/2017,-37.74351,145.07965
1650000,11,3,1,1,697,164,1947,Southern Metropolitan,28/08/2016,-37.8636,145.0903
980000,8.4,3,1,3,397,107,1925,Northern Metropolitan,22/07/2017,-37.73724,145.00984
820000,17.2,3,1,2,439,110,1960,Eastern Metropolitan,27/05/2017,-37.82596,145.1872
473000,17.4,3,1,2,501,129,1992,Northern Metropolitan,09/09/2017,-37.64343,144.91193
950000,4,2,2,1,224,89,1900,Northern Metropolitan,16/09/2017,-37.75995,144.97413
1100000,5.9,3,2,1,169,139,1900,Northern Metropolitan,13/05/2017,-37.7585,144.9504
736000,8.5,3,1,0,278,116,1950,Northern Metropolitan,27/05/2017,-37.71798,144.93965
820000,10.5,4,2,1,604,127,1950,Western Metropolitan,17/06/2017,-37.77967,144.81275
650000,10.5,3,1,1,650,117,1965,Western Metropolitan,19/08/2017,-37.78651,144.81357
1060000,14.7,4,2,3,729,173,1970,Eastern Metropolitan,16/09/2017,-37.85728,145.24839
1800000,4.6,2,1,0,221,106,1900,Southern Metropolitan,13/05/2017,-37.8163,145.0251
680000,7.8,2,1,2,462,72,1920,Northern Metropolitan,23/04/2016,-37.7448,144.9478
988000,13.6,3,2,2,286,124,2008,Southern Metropolitan,20/05/2017,-37.8755,145.0954
620000,15.5,3,1,2,466,107,1975,Western Metropolitan,22/07/2017,-37.87019,144.7843
685000,20.4,4,2,2,700,198,1999,Northern Metropolitan,09/12/2017,-37.64959,144.90648
760000,13.7,2,1,1,90,86,1985,Southern Metropolitan,06/08/2016,-37.9389,145.0186
760000,12.3,3,1,1,692,120,1940,Southern Metropolitan,23/09/2017,-37.90584,145.09495
860000,23.5,3,2,2,537,220,2001,South-Eastern Metropolitan,08/07/2017,-37.92778,145.24796
775000,45.9,3,2,4,1290,231,1988,Northern Victoria,12/08/2017,-37.48381,144.60052
1160000,10.4,3,1,2,553,137,1930,Southern Metropolitan,08/10/2016,-37.8878,145.0456
1575000,5.5,2,1,3,607,126,1945,Northern Metropolitan,07/11/2016,-37.7668,145.0149
1270000,6.6,3,1,1,352,150,1890,Western Metropolitan,28/05/2016,-37.8059,144.8899
430000,10.1,2,1,1,2048,68,1960,Southern Metropolitan,15/07/2017,-37.88642,145.05979
1170000,20.4,5,3,5,1750,310,1990,Northern Metropolitan,03/06/2017,-37.65439,144.89113
772500,11.2,3,2,2,543,130,1970,Northern Metropolitan,06/01/2018,-37.71329,144.93702
1346000,9.1,2,2,2,559,204,1995,Western Metropolitan,08/10/2016,-37.7614,144.8925
675000,18,4,2,2,618,175,2006,Western Metropolitan,11/11/2017,-37.7195,144.7494
1350000,9.2,5,3,2,527,358,2009,Western Metropolitan,19/11/2016,-37.7746,144.8727
862000,6.8,3,1,1,353,85.35,1940,Western Metropolitan,27/05/2017,-37.85432,144.88214
2000000,7.8,4,3,4,697,271,1980,Southern Metropolitan,28/08/2016,-37.836,145.056
1300000,21.5,4,2,2,597,150,1970,South-Eastern Metropolitan,24/06/2017,-37.99232,145.08469
770000,13.9,3,2,1,281,132,2005,Southern Metropolitan,25/02/2017,-37.9257,145.0811
583000,20.6,4,2,2,400,144,2011,Northern Metropolitan,18/11/2017,-37.5812,144.9126
1375000,5.8,3,1,1,496,122,1910,Northern Metropolitan,28/08/2016,-37.7737,145.018
1700000,7.5,3,2,1,646,228,1980,Southern Metropolitan,10/09/2016,-37.8337,145.0469
1101000,17.2,3,1,2,774,132.6,1950,Eastern Metropolitan,22/07/2017,-37.80588,145.1981
500000,11.2,3,1,1,359,109,1960,Northern Metropolitan,12/11/2016,-37.6957,145.0161
562000,12.4,4,2,2,374,136,2005,Northern Metropolitan,27/06/2016,-37.7056,144.9671
901000,7.8,2,1,1,545,107,1940,Northern Metropolitan,27/06/2016,-37.7445,144.9471
3600000,8.4,4,3,2,552,355,2015,Southern Metropolitan,24/06/2017,-37.87421,145.04958
417000,13,2,1,1,172,77,2013,Northern Metropolitan,27/11/2016,-37.7074,144.9086
871000,6.4,3,1,1,267,101,1900,Western Metropolitan,13/05/2017,-37.7951,144.8901
460000,25.9,3,2,1,212,100,2014,Northern Metropolitan,14/10/2017,-37.59783,145.08033
695500,7.2,2,1,1,887,76,1973,Southern Metropolitan,03/06/2017,-37.88349,144.98699
1225000,11.7,5,1,2,633,182,1960,Southern Metropolitan,29/04/2017,-37.8557,145.1285
2478000,11.4,5,3,2,697,697,2016,Southern Metropolitan,28/10/2017,-37.93087,145.04172
1240000,13.8,3,1,4,663,150,1960,Southern Metropolitan,09/12/2017,-37.91153,145.07831
301000,4.3,1,1,1,887,45,1972,Western Metropolitan,17/06/2017,-37.76878,144.89197
511500,20.6,4,1,2,666,125,1970,Northern Metropolitan,03/02/2018,-37.59406,144.93497
570000,25.9,3,2,2,375,144,2010,Northern Metropolitan,24/02/2018,-37.58892,145.08861
810000,11.2,3,2,1,297,139,1955,Western Metropolitan,08/04/2017,-37.738,144.8865
2520000,10.5,4,3,2,302,255,2000,Southern Metropolitan,09/12/2017,-37.89233,144.9925
540000,14.7,3,2,2,353,135,2011,Western Metropolitan,03/09/2017,-37.9105,144.73457
655000,14,3,1,2,160,104,1970,Southern Metropolitan,13/05/2017,-37.8946,145.0944
680000,11.2,4,1,2,561,134,1960,Northern Metropolitan,28/08/2016,-37.697,144.9989
1699000,12.4,4,2,2,730,205,1965,Eastern Metropolitan,25/11/2017,-37.7617,145.1041
1011000,11.7,3,1,2,536,129,1970,Western Metropolitan,03/03/2018,-37.74804,144.86747
841000,6.4,4,2,2,250,160,2000,Western Metropolitan,04/03/2017,-37.7959,144.8989
610000,11.2,2,1,1,102,78,1970,Southern Metropolitan,15/10/2016,-37.8288,145.1048
722000,12.1,3,3,1,580,103,1950,Northern Metropolitan,13/08/2016,-37.7098,144.9424
2000000,13.7,4,3,4,615,248,1925,Southern Metropolitan,10/09/2016,-37.9429,145.0072
1180000,13.8,3,1,2,666,140,1950,Southern Metropolitan,03/03/2018,-37.92498,145.06907
2620000,13,4,4,2,579,361,2012,Southern Metropolitan,28/08/2016,-37.9155,145.0243
890000,5.6,2,2,1,89,87,1965,Southern Metropolitan,17/09/2016,-37.8148,145.0571
1038000,9.2,3,2,1,207,144,2003,Southern Metropolitan,28/05/2016,-37.7893,145.092
1930000,7.8,4,2,2,605,216,1950,Eastern Metropolitan,03/03/2018,-37.77454,145.05212
630000,13,4,2,2,602,180,1950,Northern Metropolitan,27/11/2016,-37.7005,144.9258
884500,8.7,3,2,2,211,234,2005,Western Metropolitan,30/07/2016,-37.7848,144.8969
170000,5.1,1,1,0,30,26,2013,Western Metropolitan,01/07/2017,-37.80141,144.89587
1540000,11.7,3,2,2,653,120,1950,Southern Metropolitan,17/09/2016,-37.8445,145.1011
1250000,7,2,1,1,338,107,1925,Northern Metropolitan,09/12/2017,-37.75558,144.9875
2420000,14.2,5,5,2,757,503,1975,Eastern Metropolitan,16/09/2017,-37.8875,145.14467
1300000,5.9,3,1,2,364,135,1900,Northern Metropolitan,12/11/2016,-37.7618,144.9497
910000,6.4,3,1,1,361,118,1940,Western Metropolitan,06/08/2016,-37.7913,144.8879
897500,1.6,3,2,1,82,82,1995,Northern Metropolitan,14/05/2016,-37.7961,144.9873
640000,20,2,1,1,128,72,1972,South-Eastern Metropolitan,08/07/2017,-37.98346,145.06313
1126000,14.7,4,2,2,530,242,1980,South-Eastern Metropolitan,28/08/2016,-37.935,145.083
730000,21.3,2,1,1,690,73,1950,Eastern Metropolitan,21/10/2017,-37.82575,145.24403
2545000,5.2,5,3,4,957,320,1995,Northern Metropolitan,27/05/2017,-37.77501,144.95117
610000,11.2,3,1,2,383,103,1970,Northern Metropolitan,28/08/2016,-37.7103,145.0037
2100000,8.4,4,3,3,569,306,2008,Southern Metropolitan,03/03/2018,-37.87709,145.056
1160000,12.1,3,2,2,302,172,2000,Southern Metropolitan,04/06/2016,-37.9043,145.0622
611000,19.6,4,2,2,510,199,2000,Northern Metropolitan,06/01/2018,-37.63751,145.03896
655000,12.9,4,3,2,170,215,2017,Western Metropolitan,26/08/2017,-37.70128,144.90187
1900000,11.4,4,2,2,700,210,1920,Southern Metropolitan,08/07/2017,-37.9075,145.05329
740000,6.7,3,2,3,373,113,1955,Northern Metropolitan,17/02/2018,-37.73576,144.97922
1320000,8.7,3,2,2,645,211,1900,Western Metropolitan,10/09/2016,-37.7662,144.8971
1400000,8.2,3,2,2,517,529,1925,Western Metropolitan,09/12/2017,-37.73894,144.90766
1345000,2.6,3,1,1,209,128,1900,Northern Metropolitan,27/06/2016,-37.8206,144.9913
1670000,3.5,4,2,1,162,160,1890,Southern Metropolitan,11/11/2017,-37.833,144.9381
1018000,13.1,5,2,2,737,194,1990,Northern Metropolitan,17/06/2017,-37.71729,144.96403
1590000,10.1,3,1,1,840,181,1950,Southern Metropolitan,06/01/2018,-37.89074,145.07638
1050000,7,2,2,1,462,132,1960,Western Metropolitan,04/06/2016,-37.8128,144.8695
1033000,14,3,1,2,548,115,1975,Southern Metropolitan,18/03/2017,-37.8951,145.101
1470000,3.8,3,1,0,153,109,1880,Southern Metropolitan,04/06/2016,-37.8382,144.9469
1220000,8.2,4,1,2,750,185,1960,Western Metropolitan,22/07/2017,-37.73051,144.91731
2110000,7.8,4,1,3,572,150,1910,Southern Metropolitan,08/04/2017,-37.8411,145.062
965000,13.9,3,2,1,283,28,2010,Southern Metropolitan,24/09/2016,-37.9142,145.08
1266000,2.3,2,1,0,161,106,1960,Northern Metropolitan,19/11/2016,-37.8043,144.9437
1400000,5.2,4,1,2,678,177,1900,Northern Metropolitan,03/06/2017,-37.75967,144.97214
413000,7.9,1,1,1,845,59,1960,Eastern Metropolitan,10/12/2016,-37.7591,145.0501
795000,8.8,3,2,2,368,96,1940,Eastern Metropolitan,07/10/2017,-37.75259,145.03621
580000,14.8,3,2,2,528,185,2000,Western Metropolitan,17/02/2018,-37.73998,144.72995
460000,29.8,3,1,1,602,108,1980,Western Victoria,19/08/2017,-37.70484,144.57261
1750000,8.1,3,2,2,692,313,1955,Southern Metropolitan,03/09/2016,-37.8629,145.019
2910000,2.7,4,2,2,237,212,1900,Southern Metropolitan,03/03/2018,-37.84163,144.99792
1275000,2.6,3,2,1,132,95,1900,Northern Metropolitan,18/03/2017,-37.822,145.0041
840000,16.7,3,1,1,390,118,1970,Southern Metropolitan,17/06/2017,-37.90354,145.14394
1631000,12.2,3,2,3,782,215,1950,Southern Metropolitan,15/10/2016,-37.8621,145.1021
1455000,3.3,2,1,0,225,94,1890,Southern Metropolitan,08/10/2016,-37.8421,144.9876
710000,26,3,1,2,837,130,1960,Eastern Metropolitan,19/08/2017,-37.79682,145.30467
740000,16.1,3,1,3,580,142,1962,Northern Metropolitan,27/05/2017,-37.71536,145.10205
2290000,15.2,5,3,2,553,273,1925,Southern Metropolitan,09/09/2017,-37.95185,145.01859
1850000,6.2,3,2,2,596,203,1950,Western Metropolitan,17/06/2017,-37.76086,144.90497
1215000,8.7,4,3,4,613,142,1950,Western Metropolitan,24/09/2016,-37.7799,144.8879
952000,22.2,3,1,2,795,152,1975,South-Eastern Metropolitan,06/01/2018,-37.98604,145.13088
2120000,3.3,2,1,1,199,107,1900,Southern Metropolitan,10/09/2016,-37.8422,144.9554
1211000,5.5,2,1,1,178,100,1900,Northern Metropolitan,24/09/2016,-37.777,144.9922
536000,8.1,2,1,1,771,82,1960,Southern Metropolitan,25/02/2017,-37.8686,145.0239
890000,7,3,1,2,471,103,1950,Western Metropolitan,03/09/2016,-37.8149,144.8707
1161000,7.7,4,2,5,742,236,2000,Western Metropolitan,25/02/2017,-37.8248,144.8707
1540000,10.2,4,2,3,668,205,1970,Southern Metropolitan,29/07/2017,-37.86096,145.10026
1120000,6.1,3,2,2,1039,133,2006,Southern Metropolitan,18/03/2017,-37.8638,144.982
801000,11.2,3,1,1,551,115,1950,Northern Metropolitan,13/05/2017,-37.7194,145.0015
2600000,10.3,3,2,3,871,322,1937,Eastern Metropolitan,18/06/2016,-37.7612,145.0676
1428888,6.5,4,2,1,470,153,1930,Northern Metropolitan,04/03/2017,-37.7601,145.0122
765000,11.7,3,2,1,255,115,2000,Southern Metropolitan,24/02/2018,-37.88267,145.10823
611000,9.1,2,1,1,228,100,2000,Western Metropolitan,28/08/2016,-37.8317,144.8713
1048700,8.7,3,2,2,452,245,1999,Western Metropolitan,23/04/2016,-37.774,144.877
460000,14.5,3,1,1,601,92,1960,Northern Metropolitan,24/09/2016,-37.6889,144.9109
560000,14,4,1,2,546,149,1978,Western Metropolitan,11/11/2017,-37.744,144.7672
1235000,14.7,5,3,2,634,294,2000,Eastern Metropolitan,19/08/2017,-37.88634,145.21601
270000,13,2,1,1,155,155,2000,Northern Metropolitan,30/07/2016,-37.6972,144.9239
870000,6.4,3,1,2,417,109,1950,Western Metropolitan,16/09/2017,-37.79644,144.86388
1540000,10.1,4,2,2,589,199,1920,Southern Metropolitan,27/05/2017,-37.90017,145.06435
1650000,3.5,3,1,2,392,173,1910,Northern Metropolitan,14/10/2017,-37.7846,144.96995
730000,17.9,5,2,2,541,150,1985,Northern Metropolitan,09/12/2017,-37.66461,145.05494
1030000,9.3,4,2,2,216,165,1995,Southern Metropolitan,10/12/2016,-37.8887,145.0318
1700000,10.7,4,3,2,312,118,1950,Southern Metropolitan,29/04/2017,-37.9295,145.0144
577000,13.8,3,2,1,205,113,2007,Western Metropolitan,23/04/2016,-37.8684,144.815
1170000,6.4,3,2,1,275,110,1910,Western Metropolitan,28/10/2017,-37.8085,144.88274
952000,14.5,4,2,2,663,154,1960,Northern Metropolitan,03/03/2018,-37.69697,145.09058
1042500,13.6,4,3,2,209,160,2016,Southern Metropolitan,11/02/2017,-37.8805,145.105
429000,8.7,2,1,1,83,88,1980,Western Metropolitan,18/03/2017,-37.7732,144.8927
770000,3.5,2,2,1,134,151,1905,Northern Metropolitan,04/06/2016,-37.7916,144.9784
525500,6.5,2,1,1,724,72,1975,Northern Metropolitan,11/02/2017,-37.7564,145.0026
1180000,16.2,5,3,2,1126,212,1980,Eastern Metropolitan,24/02/2018,-37.71617,145.12878
659500,5.2,2,1,1,100,85,1970,Northern Metropolitan,07/11/2016,-37.7601,144.9581
1340000,13,3,2,1,526,135,1910,Southern Metropolitan,10/09/2016,-37.9279,145.031
2650000,7.9,4,3,2,663,201,1940,Southern Metropolitan,09/12/2017,-37.80708,145.07156
715000,12.8,3,2,4,598,123,1970,Western Metropolitan,30/07/2016,-37.7487,144.8526
600000,25.9,3,2,2,362,160,2007,Northern Metropolitan,24/02/2018,-37.60995,145.08925
1190000,4.3,3,1,2,688,113,1940,Western Metropolitan,09/12/2017,-37.76834,144.89411
845500,5.2,2,1,1,179,90,1890,Northern Metropolitan,07/05/2016,-37.7742,144.9542
735000,12.9,4,2,2,634,191,1981,Western Metropolitan,14/10/2017,-37.69594,144.87857
2825000,9.2,5,4,4,802,206,2013,Southern Metropolitan,17/09/2016,-37.8627,145.0719
928000,9,3,2,1,145,140,1998,Southern Metropolitan,10/09/2016,-37.8233,145.0769
1642000,10.4,7,4,2,765,146,1950,Southern Metropolitan,27/05/2017,-37.85103,145.11232
490000,19.6,3,2,2,375,155,2012,Northern Metropolitan,08/07/2017,-37.62157,145.01049
1330000,9.3,3,1,1,312,123,1926,Southern Metropolitan,26/07/2016,-37.8893,145.0196
401000,11.2,2,1,1,184,77,1965,Northern Metropolitan,10/12/2016,-37.7043,145.0277
910000,13.9,3,1,1,587,96,1950,Southern Metropolitan,18/06/2016,-37.9241,145.0763
620000,16.5,3,1,2,531,129,1980,Northern Metropolitan,14/10/2017,-37.67978,144.87342
620000,14.7,4,2,2,448,238,2011,Western Metropolitan,29/07/2017,-37.91269,144.73946
1000000,1.6,3,1,0,96,80,1910,Northern Metropolitan,24/06/2017,-37.79674,144.96563
700000,10.5,3,1,2,695,111,1970,Western Metropolitan,07/10/2017,-37.78561,144.80739
3360000,9.2,4,3,1,904,420,2003,Southern Metropolitan,16/04/2016,-37.797,145.086
4735000,3.3,4,2,1,330,207,1910,Southern Metropolitan,25/02/2017,-37.8477,144.9558
605000,8.8,3,1,2,377,115.96,1960,Eastern Metropolitan,27/05/2017,-37.73712,145.0369
785000,16.1,3,1,1,789,116,1989,Eastern Metropolitan,14/10/2017,-37.70216,145.12039
1185000,7,3,2,2,313,124,1910,Northern Metropolitan,17/03/2018,-37.75879,144.99196
525000,13,3,1,1,665,85,1950,Northern Metropolitan,16/04/2016,-37.6966,144.9331
1201000,17.9,3,2,3,638,156,1960,Southern Metropolitan,16/09/2017,-37.95569,145.06588
752500,14.7,2,1,1,308,112,1950,South-Eastern Metropolitan,18/06/2016,-37.9191,145.0855
1600000,13.8,4,1,4,700,200,1960,Southern Metropolitan,28/10/2017,-37.90967,145.05948
950000,6.4,2,1,2,657,92,1940,Western Metropolitan,11/02/2017,-37.7909,144.8884
1255000,22.2,4,2,3,624,277,2004,South-Eastern Metropolitan,27/05/2017,-37.97533,145.12278
875000,14.7,3,2,1,258,105,1999,South-Eastern Metropolitan,04/03/2017,-37.9156,145.0879
900000,11.7,4,3,2,381,176,2013,Southern Metropolitan,22/05/2016,-37.8459,145.1041
1755000,12.1,4,3,2,564,373,2012,Northern Metropolitan,11/11/2017,-37.6869,145.0814
912000,3.6,2,1,1,156,96,1880,Northern Metropolitan,21/10/2017,-37.79379,144.98809
800000,9.5,5,2,3,577,166,1985,Western Metropolitan,22/07/2017,-37.75261,144.85631
622500,9.7,3,2,2,254,127,2004,Western Metropolitan,16/07/2016,-37.7302,144.9167
1850000,17.3,3,3,2,252,203,2007,Southern Metropolitan,22/07/2017,-37.98453,145.02659
968000,16.1,6,4,2,705,333,1980,Northern Metropolitan,03/03/2018,-37.6945,145.12666
2800000,5.6,5,2,3,920,241,1900,Southern Metropolitan,28/08/2016,-37.8017,145.0419
1860000,13,4,2,3,855,197,1930,Southern Metropolitan,12/11/2016,-37.9163,145.0324
910000,23.2,3,3,4,1028,175,1980,Eastern Metropolitan,06/01/2018,-37.84034,145.25416
920000,7.7,3,2,2,758,18,2010,Southern Metropolitan,27/11/2016,-37.8768,144.9845
1575000,8,3,2,3,430,215,1996,Western Metropolitan,07/11/2016,-37.8613,144.8939
1350000,5.2,4,2,1,372,184,1920,Northern Metropolitan,15/07/2017,-37.76166,144.95065
715000,9.2,3,2,2,173,120,2010,Northern Metropolitan,04/03/2017,-37.7308,144.9832
1360000,12.4,3,1,2,647,127,1965,Eastern Metropolitan,03/06/2017,-37.79436,145.13869
345000,9.2,1,1,1,745,44,1970,Southern Metropolitan,14/05/2016,-37.8505,145.0459
590000,9.9,3,2,2,191,142,2000,Northern Metropolitan,15/10/2016,-37.7223,144.9315
510000,18.4,3,1,2,600,129,1975,Western Metropolitan,09/09/2017,-37.8835,144.68447
882000,6.4,2,1,0,172,80,1900,Western Metropolitan,29/04/2017,-37.7936,144.8905
610000,15.3,3,1,2,544,131,1970,Northern Metropolitan,08/07/2017,-37.68336,145.0029
990000,6.4,4,2,2,501,129,1960,Western Metropolitan,19/08/2017,-37.79591,144.87595
1105000,16.1,4,2,2,639,175,1970,Eastern Metropolitan,09/12/2017,-37.79755,145.17674
1135000,2.5,2,2,2,98,128,1920,Northern Metropolitan,22/08/2016,-37.8005,144.9952
815000,14.7,4,2,2,544,259,2010,Western Metropolitan,17/02/2018,-37.90381,144.73973
1350000,4.6,4,2,2,1806,144,1990,Southern Metropolitan,03/03/2018,-37.85688,144.99854
1275000,2.4,2,1,1,110,72,1890,Northern Metropolitan,17/06/2017,-37.82324,145.01331
1328000,13,3,2,2,610,112,1940,Southern Metropolitan,10/09/2016,-37.9291,145.0472
1331000,5.6,2,1,1,424,89,1940,Southern Metropolitan,17/09/2016,-37.7995,145.0418
755000,12.1,3,1,1,459,120,1970,Northern Metropolitan,09/12/2017,-37.70415,145.06154
1100000,16.7,3,1,3,730,737,1970,Southern Metropolitan,21/10/2017,-37.90521,145.14866
1730000,17.3,3,1,3,667,196,1950,Southern Metropolitan,17/02/2018,-37.9754,145.02694
725000,17.9,3,2,2,602,129,1980,Northern Metropolitan,22/07/2017,-37.66916,145.06912
960000,4.2,2,1,1,174,72,1900,Northern Metropolitan,08/10/2016,-37.7959,144.9343
935000,13.9,3,2,2,230,160,2012,Southern Metropolitan,19/11/2016,-37.9179,145.0592
330000,5.7,1,1,1,60,40,1970,Northern Metropolitan,24/06/2017,-37.78469,145.03239
3470000,13.7,5,3,4,670,413,2008,Southern Metropolitan,12/11/2016,-37.9427,145.0085
609000,25.9,4,2,2,448,167,2011,Northern Metropolitan,28/10/2017,-37.58565,145.08701
1905000,9.7,4,2,2,823,220,1935,Southern Metropolitan,03/03/2018,-37.79021,145.06674
740000,12.3,3,1,1,211,90,2004,Southern Metropolitan,03/06/2017,-37.89941,145.11523
1930000,8.4,3,2,1,359,119,1910,Southern Metropolitan,27/05/2017,-37.8279,145.07403
1200000,16.1,4,2,2,375,254,1998,Eastern Metropolitan,19/08/2017,-37.77559,145.17933
608000,13,3,2,1,252,150,2014,Northern Metropolitan,17/09/2016,-37.7006,144.9299
1055000,5.8,3,1,2,382,140,1950,Northern Metropolitan,27/06/2016,-37.7696,145.0188
1050000,21.3,4,3,4,893,250,1969,Eastern Metropolitan,17/03/2018,-37.828,145.25283
835000,12.8,4,2,3,708,184,1990,Western Metropolitan,16/04/2016,-37.7452,144.8652
1341000,2.4,2,1,0,135,87,1890,Northern Metropolitan,27/05/2017,-37.82241,145.00235
698000,14,3,1,4,632,90,1970,Northern Metropolitan,10/03/2018,-37.69193,144.92779
487000,16.3,3,1,1,533,160,1970,Northern Metropolitan,27/05/2017,-37.67605,145.03956
937000,21.3,2,2,2,736,116,1960,Eastern Metropolitan,26/08/2017,-37.80401,145.25225
3000000,6.3,4,3,2,474,180,1915,Southern Metropolitan,23/09/2017,-37.86345,145.02454
558500,7.2,2,1,1,1453,63,1970,Southern Metropolitan,29/07/2017,-37.87827,144.99752
1700000,11.2,4,3,2,365,110,1930,Southern Metropolitan,14/05/2016,-37.8818,145.0548
1634000,5.5,2,1,2,376,109,1920,Northern Metropolitan,28/08/2016,-37.7789,144.9952
1400000,6.2,4,2,1,375,200,1930,Western Metropolitan,29/07/2017,-37.76261,144.93249
920000,13.8,3,2,2,834,143,1975,Eastern Metropolitan,14/05/2016,-37.7396,145.0884
1155000,7.5,4,1,3,616,170,1900,Western Metropolitan,17/06/2017,-37.75728,144.90723
600000,14,4,2,4,905,85,1990,Northern Metropolitan,03/03/2018,-37.68209,144.9067
1695000,2.6,3,1,3,210,118,1900,Northern Metropolitan,17/09/2016,-37.8247,145.0001
3385000,5.4,4,3,3,531,332,1970,Southern Metropolitan,18/11/2017,-37.8042,145.0572
840000,18,4,3,3,619,275,2011,Western Metropolitan,24/02/2018,-37.69012,144.74385
1500000,8.2,3,2,2,607,183,1950,Western Metropolitan,03/03/2018,-37.73765,144.91576
730000,8.7,3,1,2,250,132,2000,Western Metropolitan,07/11/2016,-37.7861,144.8897
520000,14,3,2,2,240,134,2007,Western Metropolitan,24/02/2018,-37.74207,144.81215
635000,14.7,4,2,1,662,172,1980,Western Metropolitan,26/08/2017,-37.89327,144.64789
